img_url,name
https://cdn.myanimelist.net/images/anime/4/84453.jpg,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun! 
https://cdn.myanimelist.net/images/anime/10/2644.jpg,Slayers: The Motion Picture 
https://cdn.myanimelist.net/images/anime/6/69369.jpg,Sidonia no Kishi Movie 
https://cdn.myanimelist.net/images/anime/6/64861.jpg,Ginga Tetsudou no Yoru (Night on the Galactic Railroad) 
https://cdn.myanimelist.net/images/anime/1828/90335.jpg,Mary to Majo no Hana (Mary and the Witch's Flower) 
https://cdn.myanimelist.net/images/anime/3/17830.jpg,Naruto: Shippuuden Movie 2 
https://cdn.myanimelist.net/images/anime/5/75772.jpg,Mobile Suit Gundam I 
https://cdn.myanimelist.net/images/anime/2/82620.jpg,Digimon Adventure 02: Diablomon no Gyakushuu 
https://cdn.myanimelist.net/images/anime/8/56083.jpg,Cheonnyeon
https://cdn.myanimelist.net/images/anime/5/85580.jpg,Ajin Part 3: Shougeki (Ajin: Demi
https://cdn.myanimelist.net/images/anime/6/79705.jpg,Naruto: Shippuuden Movie 1 (Naruto: Shippuden the Movie) 
https://cdn.myanimelist.net/images/anime/9/79908.jpg,Ajin Part 2: Shoutotsu (Ajin: Demi
https://cdn.myanimelist.net/images/anime/12/31189.jpg,Inazuma Eleven: Saikyou Gundan Ogre Shuurai 
https://cdn.myanimelist.net/images/anime/6/74757.jpg,Code Geass: Boukoku no Akito 4 
https://cdn.myanimelist.net/images/anime/12/71197.jpg,Hana to Alice: Satsujin Jiken (The Case of Hana & Alice) 
https://cdn.myanimelist.net/images/anime/6/42291.jpg,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu! 
https://cdn.myanimelist.net/images/anime/2/72427.jpg,Doraemon Movie 22: Nobita to Tsubasa no Yuusha
https://cdn.myanimelist.net/images/anime/5/15308.jpg,Konjiki no Gash Bell!!: 101 Banme no Mamono 
https://cdn.myanimelist.net/images/anime/5/84521.jpg,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken 
https://cdn.myanimelist.net/images/anime/7/72429.jpg,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai 
https://cdn.myanimelist.net/images/anime/5/2699.jpg,Keroro Gunsou Movie 1 (Sergeant Frog Movie) 
https://cdn.myanimelist.net/images/anime/1696/94870.jpg,Crayon Shin
https://cdn.myanimelist.net/images/anime/2/72410.jpg,Doraemon Movie 05: Nobita no Makai Daibouken 
https://cdn.myanimelist.net/images/anime/11/20882.jpg,Genius Party 
https://cdn.myanimelist.net/images/anime/7/78157.jpg,Doraemon Movie 36: Shin Nobita no Nippon Tanjou 
https://cdn.myanimelist.net/images/anime/1743/93826.jpg,Digimon Adventure tri. 5: Kyousei 
https://cdn.myanimelist.net/images/anime/1732/96096.jpg,Cencoroll 
https://cdn.myanimelist.net/images/anime/8/42299.jpg,Biohazard: Damnation 
https://cdn.myanimelist.net/images/anime/13/17096.jpg,Doraemon: Nobita's the Night Before a Wedding 
https://cdn.myanimelist.net/images/anime/10/88936.jpg,Digimon Adventure tri. 6: Bokura no Mirai 
https://cdn.myanimelist.net/images/anime/5/5952.jpg,Saint Seiya: Tenkai
https://cdn.myanimelist.net/images/anime/8/8621.jpg,Dead Leaves 
https://cdn.myanimelist.net/images/anime/12/78662.jpg,Aikatsu!: Nerawareta Mahou no Aikatsu! Card 
https://cdn.myanimelist.net/images/anime/6/26088.jpg,Oseam 
https://cdn.myanimelist.net/images/anime/11/52889.jpg,Saint Seiya: Shinku no Shounen Densetsu 
https://cdn.myanimelist.net/images/anime/1266/107765.jpg,Shingeki no Kyojin: Chronicle 
https://cdn.myanimelist.net/images/anime/3/83118.jpg,Selector Destructed WIXOSS Movie 
https://cdn.myanimelist.net/images/anime/7/82870.jpg,Mai Mai Shinko to Sennen no Mahou (Mai
https://cdn.myanimelist.net/images/anime/1376/100562.jpg,Lupin the IIIrd: Mine Fujiko no Uso 
https://cdn.myanimelist.net/images/anime/10/62337.jpg,Hunter x Hunter Movie 2: The Last Mission 
https://cdn.myanimelist.net/images/anime/11/18914.jpg,Genius Party Beyond 
https://cdn.myanimelist.net/images/anime/6/53073.jpg,Hunter x Hunter Movie 1: Phantom Rouge 
https://cdn.myanimelist.net/images/anime/2/27059.jpg,Maison Ikkoku: Kanketsu
https://cdn.myanimelist.net/images/anime/1706/106042.jpg,Given Movie 
https://cdn.myanimelist.net/images/anime/6/27416.jpg,Doraemon: Obaachan no Omoide 
https://cdn.myanimelist.net/images/anime/7/72420.jpg,Doraemon Movie 15: Nobita to Mugen Sankenshi 
https://cdn.myanimelist.net/images/anime/1/2203.jpg,Rockman.EXE Movie: Hikari to Yami no Program 
https://cdn.myanimelist.net/images/anime/1599/106827.jpg,Re:Zero kara Hajimeru Isekai Seikatsu 
